City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
419,Sechura,PE,79.03,broken clouds,-5.56,-80.82,Hospedaje Costa Bella
420,Corn Island,NI,80.65,overcast clouds,12.17,-83.04,Big Fish Guest House
421,Paamiut,GL,33.39,light snow,61.99,-49.67,Yeet Hotel
422,Dana Point,US,63.0,clear sky,33.47,-117.7,Laguna Cliffs Marriott Resort & Spa
423,Xuddur,SO,82.24,clear sky,4.12,43.89,Banjanay Hotel
424,Tautira,PF,84.2,scattered clouds,-17.73,-149.15,Pension Oaoa
425,Karaton,ID,79.0,light rain,-6.34,106.1,Parkir Mobil Wisata CAS Water Park
426,Kirakira,SB,80.83,overcast clouds,-10.45,161.92,SanBiz Lodge
427,Iwanai,JP,16.88,snow,42.97,140.51,いわない高原ホテル
428,Flinders,AU,64.99,overcast clouds,-34.58,150.86,Shellharbour Resort & Conference Centre
429,Miri,MY,77.0,few clouds,4.41,114.01,"Mega Hotel, Miri"
430,Katsuura,JP,37.0,overcast clouds,35.13,140.3,Katsuura Hotel Mikazuki
432,Storsteinnes,NO,30.2,broken clouds,69.24,19.23,Lyngseidet
433,Gavrilov-Yam,RU,24.8,overcast clouds,57.3,39.85,Karat
434,Monroe,US,44.01,overcast clouds,43.15,-77.68,Staybridge Suites Rochester University
435,Jos,NG,68.36,broken clouds,9.92,8.9,Silk Suites
436,Isangel,VU,78.91,moderate rain,-19.55,169.27,Volcano Sea View Tree House
437,Taft,IR,41.0,clear sky,31.75,54.21,بوم گردی حاجی زینل تفت
438,Santa Lucia,ES,64.4,broken clouds,27.91,-15.54,Hotel Viverde Las Tirajanas
440,Palauig,PH,78.3,overcast clouds,15.44,119.9,Myhousebythesea
441,Quesnel,CA,23.0,light snow,53.0,-122.5,Ramada by Wyndham Quesnel
442,Hobyo,SO,77.0,clear sky,5.35,48.53,Halane Hotel and Restaurent
443,Kjollefjord,NO,28.4,clear sky,70.95,27.35,Hotel Nordkyn
446,Ayer Tawar,MY,77.0,scattered clouds,4.3,100.75,Ting Residence
448,Port Lincoln,AU,59.94,scattered clouds,-34.73,135.87,Port Lincoln Hotel
449,Hurghada,EG,68.0,clear sky,27.26,33.81,Sea Star Beau Rivage Hotel
450,Marienburg,PL,33.01,overcast clouds,54.04,19.03,Hotel Centrum Malbork
452,Greenwood,US,46.99,overcast clouds,34.17,-82.12,Quality Inn Greenwood Hwy 25
453,Abbeville,FR,39.0,overcast clouds,50.1,1.83,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
454,Victoria,HK,50.0,clear sky,22.29,114.16,Mini Hotel Central
455,Praia Da Vitoria,PT,57.2,few clouds,38.73,-27.07,Hotel Branco I
456,Pandan,PH,80.01,overcast clouds,14.05,124.17,Bonifacio Lodge
457,Seybaplaya,MX,82.4,scattered clouds,19.65,-90.67,sala de fiesta san Rafael
458,Palmer,US,36.0,broken clouds,42.16,-72.33,Wedgewood Motel
459,Waipawa,NZ,59.0,overcast clouds,-41.41,175.52,Tora Coastal Walk
460,Dawei,MM,73.65,clear sky,14.08,98.2,Hotel Dawei
461,Kiama,AU,64.99,overcast clouds,-34.68,150.87,The Sebel Kiama Harbourside
462,Meadow Lake,US,43.0,few clouds,34.8,-106.54,JKL Inc. R.V Park and Storage
463,Bocana De Paiwas,NI,80.65,overcast clouds,12.79,-85.12,Guapinol Cabaña Monge
464,Ngunguru,NZ,55.0,overcast clouds,-35.62,174.5,Pacific Rendezvous Motel Resort
465,Ormond Beach,US,75.2,scattered clouds,29.29,-81.06,Royal Floridian Resort By Spinnaker Resorts
466,Ponta Delgada,PT,57.2,scattered clouds,37.73,-25.67,Vila Nova Hotel
467,Miles City,US,19.4,broken clouds,46.41,-105.84,FairBridge Inn & Suites Miles City
468,Cap Malheureux,MU,78.01,light rain,-19.98,57.61,Pereybere Hotel & Spa
470,Cockburn Town,TC,78.8,scattered clouds,21.46,-71.14,Osprey Beach Hotel
472,Langsa,ID,74.19,overcast clouds,4.47,97.97,OYO 2964 Hotel Ridho
474,Berlevag,NO,30.2,clear sky,70.86,29.09,Kvitbrakka
475,Booue,GA,75.63,moderate rain,-0.09,11.94,Splendeur de l'équateur
478,Cervo,ES,51.01,overcast clouds,43.67,-7.41,Hotel Spa Galatea
479,Upata,VE,73.0,overcast clouds,8.01,-62.4,Posada Villa Nela
480,Praia,CV,77.0,scattered clouds,14.92,-23.51,LT Aparthotel
481,Ostersund,SE,26.6,light snow,63.18,14.64,Best Western Hotel Gamla Teatern
483,Norsup,VU,81.09,moderate rain,-16.07,167.38,Nabelchel Bungalows
484,Stokmarknes,NO,33.8,clear sky,68.56,14.91,Vesterålen Kysthotell
485,Zomin,UZ,25.65,clear sky,39.96,68.4,Orol hotel
486,Goderich,CA,35.6,light rain,43.75,-81.72,Harmony Inn
487,Djibo,BF,78.98,clear sky,14.1,-1.63,Centre Des Ressources DPENA
488,Melchor De Mencos,GT,82.4,broken clouds,17.07,-89.15,Xultun Farm
489,Primorsk,UA,41.25,overcast clouds,46.73,36.34,Relax
490,Camana,PE,75.11,overcast clouds,-16.62,-72.71,Hostal Morales
491,Caravelas,BR,81.64,clear sky,-17.71,-39.25,Pousada dos Navegantes
493,Ha Tinh,VN,57.4,overcast clouds,18.33,105.9,Phú Quý
495,Dunedin,NZ,57.0,overcast clouds,-45.87,170.5,Scenic Hotel Southern Cross
496,Sao Filipe,CV,75.4,broken clouds,14.9,-24.5,Tortuga B&B
497,Olinda,BR,80.6,scattered clouds,-8.01,-34.86,Hotel 5 Sóis
498,Cairns,AU,77.0,broken clouds,-16.92,145.77,Mantra Trilogy Cairns
499,Gawler,AU,64.0,scattered clouds,-34.6,138.73,Eagle Foundry Bed & Breakfast
500,Santa Rosa,PH,80.6,light rain,14.31,121.11,Erlyn’s Sta Rosa City Home
501,Alyangula,AU,80.6,broken clouds,-13.85,136.42,Groote Eylandt Lodge
502,Tete,MZ,87.8,broken clouds,-16.16,33.59,Zambeze Paraíso Misterioso
503,Puerto Escondido,MX,84.2,scattered clouds,15.85,-97.07,Aldea del Bazar Hotel and Spa
504,Tutoia,BR,87.8,few clouds,-2.76,-42.27,Pousada Guará's
507,Vardo,NO,23.0,clear sky,70.37,31.11,Vardø Hotel AS
508,Wanning,CN,58.98,overcast clouds,18.8,110.4,Paradise Hotel
510,Santiago,CL,90.0,clear sky,-33.46,-70.65,Hotel Panamericano
511,Songkhla,TH,75.2,few clouds,6.83,100.67,น.ส ซัลมา สาแม็ง
512,Pacifica,US,53.01,scattered clouds,37.61,-122.49,"Pacifica Lighthouse, Trademark Collection by Wyndham"
513,Pimentel,PE,75.2,overcast clouds,-6.84,-79.93,Casona Del Muelle
514,Atar,MR,86.0,clear sky,20.52,-13.05,Oumou Elghoura
516,Leinefelde,DE,37.99,overcast clouds,51.38,10.33,Hotel Reifenstein
517,Jacareacanga,BR,87.8,light rain,-6.22,-57.75,Casa do Ian😎
518,Olafsvik,IS,32.05,clear sky,64.89,-23.71,Hotel Olafsvik
519,Saryozek,KZ,12.09,clear sky,44.36,77.98,Gostinitsa
520,Yerkoy,TR,43.95,clear sky,39.64,34.47,Yerköy Öğretmenevi
524,Jagatsinghapur,IN,64.4,mist,20.27,86.17,Icha Bansi Nilaya
525,Homer,US,37.0,snow,59.64,-151.55,Beluga Lake Lodge
526,Kingaroy,AU,66.2,broken clouds,-26.53,151.83,Ascot Lodge Motel Kingaroy
527,Matara,LK,76.05,few clouds,5.95,80.54,Amaloh Boutique Resort
528,Ustye,RU,22.87,overcast clouds,59.63,39.74,Dacha Sofronova
531,Bilma,NE,65.52,clear sky,18.69,12.92,Expeditions Ténére voyages
532,Caucaia,BR,86.0,clear sky,-3.74,-38.65,M.O.S. Logística - Filial Fortaleza
533,Alice Town,BS,74.8,clear sky,25.72,-79.3,Bimini Big Game Club Resort & Marina
535,Marsh Harbour,BS,72.93,scattered clouds,26.54,-77.06,Abaco Beach Resort
536,Sakakah,SA,53.6,broken clouds,29.97,40.21,Fakhamat Al Orjoana Apartment
539,Heidelberg,ZA,75.0,light rain,-26.5,28.36,Van Dykshuis Guest House
540,Key West,US,73.99,overcast clouds,24.56,-81.78,Fairfield Inn & Suites by Marriott Key West
541,Vestmannaeyjar,IS,30.2,few clouds,63.44,-20.27,Glamping & Camping
542,Antalaha,MG,74.41,clear sky,-14.9,50.28,Hotel Vitasoa
543,Teahupoo,PF,84.2,scattered clouds,-17.83,-149.27,Vanira Lodge
545,Amahai,ID,84.0,overcast clouds,-3.33,128.92,HOTEL ISABELA
546,Acarau,BR,85.69,overcast clouds,-2.89,-40.12,castelo pizzaria
547,Sao Joao Da Barra,BR,77.59,scattered clouds,-21.64,-41.05,Pousada Porto De Canoas
549,Wahiawa,US,75.0,clear sky,21.5,-158.02,Aloha Wahiawa
550,Broken Hill,AU,66.2,clear sky,-31.95,141.43,Daydream Motel & Cottages
551,Aktau,KZ,23.0,clear sky,43.65,51.2,Silk Way Hotel
553,Junnar,IN,66.7,overcast clouds,19.2,73.88,Hotel Anand
554,Point Fortin,TT,77.0,light rain,10.18,-61.68,Apartment Point Fortin
556,Fukue,JP,38.75,light rain,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
557,Salamiyah,SY,50.27,clear sky,35.01,37.05,Gondolas Forum grandchildren and grandparents
558,Kuusamo,FI,15.8,light shower snow,65.97,29.18,Hotel Kuusanka
559,Hualmay,PE,74.82,few clouds,-11.1,-77.61,Hotel Restaurant Turístico Casablanca
561,Chicama,PE,71.6,mist,-7.84,-79.15,Hospedaje Punta Cana PERU
562,Bac Lieu,VN,76.05,overcast clouds,9.29,105.72,Khách sạn Sài Gòn Bạc Liêu
563,Upala,CR,86.0,scattered clouds,10.9,-85.01,Hotel El Pueblo Upala
564,Camacari,BR,86.0,few clouds,-12.7,-38.32,Sítio Blasi
565,Lloydminster,CA,15.8,broken clouds,53.28,-110.0,BCMInns - Lloydminster
566,La Ligua,CL,84.2,clear sky,-32.45,-71.23,Hostal Aconcagua
568,Segovia,ES,37.0,few clouds,41.17,-4.0,Complejo de turismo Rural A Toca
569,Rorvik,NO,35.6,clear sky,64.86,11.24,Kysthotellet Rørvik AS
570,San Policarpo,PH,80.92,overcast clouds,12.18,125.51,JM Lodge
571,Santa Vitoria Do Palmar,BR,75.42,light rain,-33.52,-53.37,Hostel Comodoro
572,Snina,SK,42.01,light rain,48.99,22.15,Hotel Kamei
573,Morondava,MG,82.0,moderate rain,-20.28,44.28,La Case Bambou
574,Kunming,CN,43.0,mist,25.04,102.72,昆明佳华广场酒店
575,Copiapo,CL,71.6,clear sky,-27.37,-70.33,Antay Casino Hotel
576,Kalach-Na-Donu,RU,23.0,fog,48.69,43.53,НОЧЛЕГ Калач на Дону
578,Praya,CV,77.0,scattered clouds,14.92,-23.51,LT Aparthotel
579,Maroantsetra,MG,76.37,light rain,-15.43,49.73,La Pagode
580,Nizwa,OM,57.87,clear sky,22.93,57.53,Orient Apartments
581,Coruripe,BR,81.5,clear sky,-10.13,-36.18,Pousada e Hotel Litoral Sul
582,Parati,BR,84.2,broken clouds,-23.22,-44.71,Che Lagarto Paraty
583,Masalli,KR,17.6,light snow,34.8,126.66,영암펜션
584,Tual,ID,83.77,moderate rain,-5.67,132.75,Grand Vilia Hotel
585,Aswan,EG,65.43,clear sky,24.09,32.91,Nuba Nile
586,Chimbote,PE,73.44,overcast clouds,-9.09,-78.58,Hotel Briliá
587,Port-Cartier,CA,15.01,broken clouds,50.03,-66.87,Le Q'Artier
589,Pilar Do Sul,BR,82.6,few clouds,-23.81,-47.72,HOTEL CENTRAL
590,Caidian,CN,24.8,clear sky,30.58,114.03,City Comfort Inn Wuhan Caidian Square
592,Orchard Homes,US,24.8,overcast clouds,46.86,-114.05,Broadway Inn Missoula
593,Huejuquilla El Alto,MX,64.33,clear sky,22.6,-103.87,Hotel Huexuquillan
594,Lapeer,US,37.99,drizzle,43.05,-83.32,Holiday Inn Express Lapeer
595,Richards Bay,ZA,74.03,broken clouds,-28.78,32.04,BON Hotel Waterfront Richards Bay
597,Haputale,LK,77.0,few clouds,6.77,80.96,Leisure Mount View Holiday Inn
598,Inirida,CO,82.31,moderate rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
599,Peniche,PT,50.0,clear sky,39.36,-9.38,Hotel Star inn Peniche
600,Manta,EC,82.4,broken clouds,-0.95,-80.73,Balandra Hotel
602,Nemuro,JP,20.21,overcast clouds,43.32,145.57,Hotel Nemuro Kaiyoutei
603,Sabancuy,MX,82.67,clear sky,18.97,-91.18,Hotel Aguilar
605,Killybegs,IE,33.01,overcast clouds,54.63,-8.45,Tara Hotel
607,Phan Thiet,VN,71.42,overcast clouds,10.93,108.1,Hotel Saigon-PT
609,Itum-Kale,RU,45.7,clear sky,42.74,45.58,Мини-отель ASTAR
610,Maputo,MZ,84.2,few clouds,-25.97,32.59,Pestana Rovuma
611,Kemijarvi,FI,20.8,overcast clouds,66.71,27.43,Hotelli Kemijärvi
613,Jijiga,ET,63.41,broken clouds,9.35,42.8,RAMAAS HOTEL
615,San Andres,CO,86.0,light rain,12.58,-81.7,Hotel Arena Blanca
617,Kariba,ZW,77.67,overcast clouds,-16.52,28.8,Caribbea Bay Hotel
619,Axim,GH,80.8,few clouds,4.87,-2.24,AXIM BEACH RESORT AND SPA
620,Lindon,US,26.01,few clouds,40.34,-111.72,La Quinta Inn & Suites by Wyndham North Orem
622,Montepuez,MZ,70.36,overcast clouds,-13.13,39.0,RESIDÊNCIAL LANCHONETE
623,Santiago De Cao,PE,71.6,mist,-7.96,-79.24,Villa Konecta - Alojamiento Familiar
624,Dwarka,IN,67.26,clear sky,22.24,68.97,Hotel Narayan Avezika Comfort
625,Buchanan,LR,80.62,clear sky,5.88,-10.05,Kamaneahn Hotel Inc
626,Qui Nhon,VN,71.89,light rain,13.77,109.23,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
628,Haines Junction,CA,13.06,overcast clouds,60.75,-137.51,Parkside Inn
629,Sulangan,PH,82.09,overcast clouds,11.14,123.72,Maia's Beach Resort
630,Oudtshoorn,ZA,66.2,broken clouds,-33.59,22.2,Earthbound Guest House
631,Sturgeon Bay,US,32.0,light snow,44.83,-87.38,AmericInn by Wyndham Sturgeon Bay
632,Mikuni,JP,33.8,light shower snow,36.22,136.15,Haiya
634,Sassandra,CI,79.86,scattered clouds,4.95,-6.08,la terrasse
635,Kefamenanu,ID,73.06,light rain,-9.45,124.48,PAULUS TAITOH
638,Mahon,ES,48.2,few clouds,39.89,4.27,ARTIEM Capri
639,Changzhou,CN,21.0,clear sky,31.78,119.97,Gongyuan Hotel
640,Celestun,MX,80.69,broken clouds,20.87,-90.4,Posada Lilia
641,Ariquemes,BR,82.13,broken clouds,-9.91,-63.04,Hotel Sol Nascente - Ariquemes - RO
642,Bubaque,GW,80.4,clear sky,11.28,-15.83,"Casa Dora, Bubaque"
643,Zhoucun,CN,14.88,clear sky,36.82,117.82,Zibo Changxin Hotel
644,Chardara,KZ,29.37,clear sky,41.25,67.97,Жанаргул
646,Broome,US,35.01,scattered clouds,42.25,-75.83,Chenango Valley State Park
647,Creel,MX,37.6,clear sky,27.75,-107.63,The Lodge at Creel Hotel & SPA
648,Kloulklubed,PW,77.0,broken clouds,7.04,134.26,Storyboard Beach Resort
649,Houma,US,73.99,broken clouds,29.6,-90.72,Courtyard by Marriott Houma
650,Pitimbu,BR,87.8,scattered clouds,-7.47,-34.81,Reserva do Abiaí
653,Port-Gentil,GA,82.4,scattered clouds,-0.72,8.78,Fengshui Residence
654,Acaponeta,MX,72.54,light rain,22.5,-105.36,Hotel Casa Blanca
655,Cheyenne,US,30.2,clear sky,41.14,-104.82,The Historic Plains Hotel & Restaurant
658,Mount Isa,AU,78.8,clear sky,-20.73,139.5,ibis Styles Mt Isa Verona
659,Taltal,CL,73.92,few clouds,-25.4,-70.48,Residencial Karime
661,Mareeba,AU,77.0,light rain,-17.0,145.43,Trinity Plains Tourist Park
662,Ayia Marina,GR,62.01,clear sky,37.75,23.53,Argo Spa Hotel
663,Rincon De La Victoria,ES,52.0,clear sky,36.72,-4.28,Hotel Elimar
664,Tingo Maria,PE,77.0,scattered clouds,-9.29,-76.01,Hospedaje Paraíso
666,Dongying,CN,14.61,clear sky,37.46,118.49,Wanda Realm
667,Nisia Floresta,BR,86.0,scattered clouds,-6.09,-35.21,Rancho Crepusculo
668,Raudeberg,NO,37.0,overcast clouds,61.99,5.14,Nordre Silda.
669,Kununurra,AU,77.0,overcast clouds,-15.77,128.73,Hotel Kununurra
670,Sao Gabriel Da Cachoeira,BR,86.0,scattered clouds,-0.13,-67.09,Alarne - Área De Lazer Do Alto Rio Negro
671,Mecca,SA,76.42,clear sky,21.43,39.83,"Makkah Clock Royal Tower, A Fairmont Hotel"
673,Havelock,US,61.0,broken clouds,34.88,-76.9,Sherwood Motel
674,Ondjiva,AO,73.26,overcast clouds,-17.07,15.73,SOS Motel
675,Veraval,IN,64.94,clear sky,20.9,70.37,Lords Inn Somnath
676,Kabinda,CD,69.6,overcast clouds,-6.13,24.48,Village Mianda Mutole
677,Perpignan,FR,46.99,clear sky,42.75,2.75,Le moulin a huile de l'agly
680,Samarai,PG,82.85,light rain,-10.62,150.67,Nuli Sapi
681,Atambua,ID,75.24,light rain,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
682,Villazon,BO,69.53,overcast clouds,-22.09,-65.59,La Candelaria
684,Roald,NO,36.0,clear sky,62.58,6.13,Flem Cabins
686,Brownsville,US,80.6,broken clouds,25.9,-97.5,Hotel Alameda Express
